id,hand_player,bot_card_high,bot_card_suit_high,bot_card_medium,bot_card_suit_medium,bot_card_low,bot_card_suit_low,human_card_high,human_card_suit_high,human_card_medium,human_card_suit_medium,human_card_low,human_card_suit_low,bot_play_1,human_play_1,bot_play_2,human_play_2,bot_play_3,human_play_3,round_1_winner,round_2_winner,round_3_winner,who_asked_envido,who_asked_falta_envido,who_asked_real_envido,bot_points_envido,human_points_envido,who_refused_envido,who_won_envido,balance_envido,who_asked_flor,who_asked_contra_flor,who_asked_contra_flor_resto,bot_points_flor,human_flor_points,who_won_flor,who_asked_truco,when_asked_truco,who_asked_retruco,when_asked_retruco,who_asked_vale_quatro,when_asked_vale_quatro,who_refused_truco,who_won_truco,balance_truco,bot_old_points,human_old_points,bot_new_points,human_new_points,bot_hand_balance,human_hand_balance,bot_hand_quality,human_hand_quality
2278,2,24,OURO,16,ESPADAS,2,BASTOS,6,ESPADAS,4,OURO,4,COPAS,16,4,2,4,24,6,1,2,1,1,0,0,27,7,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,13,9,18,9,5,0,0,0
2279,1,24,BASTOS,16,ESPADAS,2,COPAS,24,BASTOS,24,ESPADAS,1,OURO,16,24,2,1,24,24,2,1,0,1,0,0,25,4,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,2,3,0,0,0,2,3,18,9,19,12,1,3,0,0
2280,2,16,ESPADAS,3,COPAS,1,OURO,24,OURO,8,BASTOS,2,COPAS,1,2,16,8,3,1,2,1,2,0,0,0,6,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,1,2,2,19,12,19,14,0,2,0,0
2281,1,24,COPAS,6,OURO,2,COPAS,3,COPAS,2,ESPADAS,1,OURO,2,3,6,1,24,1,2,1,1,0,0,0,23,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,19,14,21,14,2,0,0,0
2282,2,4,COPAS,3,COPAS,2,BASTOS,8,ESPADAS,1,COPAS,1,OURO,2,1,3,8,-15,1,1,2,2,1,0,0,32,4,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,21,14,22,15,1,1,0,0
2283,1,24,OURO,8,ESPADAS,3,COPAS,40,BASTOS,6,OURO,4,COPAS,3,6,8,4,24,40,2,1,2,0,0,0,6,27,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,2,3,0,0,0,2,3,0,0,0,3,0,3,0,0
2284,2,42,ESPADAS,4,OURO,1,OURO,7,BASTOS,2,OURO,1,BASTOS,1,7,4,2,-46,1,2,1,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,0,3,1,4,1,1,0,0
2285,2,50,BASTOS,24,ESPADAS,7,COPAS,6,ESPADAS,3,BASTOS,3,OURO,7,6,-46,1,-46,1,1,1,1,2,0,0,23,6,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,1,10,4,10,3,0,0,0
2286,1,16,BASTOS,7,COPAS,1,OURO,50,ESPADAS,6,BASTOS,4,BASTOS,1,4,7,6,16,50,2,1,2,2,0,0,4,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,1,3,0,2,4,4,10,4,15,0,5,0,0
2287,2,50,BASTOS,24,BASTOS,6,BASTOS,24,OURO,7,COPAS,1,COPAS,6,1,-46,1,-46,1,1,1,1,2,0,0,21,27,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,4,15,5,17,1,2,0,0
2288,1,6,OURO,6,ESPADAS,3,COPAS,24,COPAS,24,OURO,8,BASTOS,3,8,-15,1,-15,1,2,2,2,2,0,0,6,3,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,5,17,5,19,0,2,0,0
2289,2,7,ESPADAS,4,COPAS,2,BASTOS,52,BASTOS,3,ESPADAS,1,ESPADAS,2,1,-46,1,-46,1,1,1,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,5,19,6,20,1,1,0,0
2290,1,24,OURO,7,BASTOS,4,COPAS,6,COPAS,3,BASTOS,1,COPAS,4,6,7,3,-46,1,2,1,1,2,0,0,7,30,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,6,20,7,21,1,1,0,0
2291,2,24,COPAS,2,BASTOS,2,BASTOS,52,ESPADAS,50,ESPADAS,3,BASTOS,-15,1,-15,1,-15,1,2,2,2,2,0,0,5,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,7,21,7,23,0,2,0,0
2293,2,24,ESPADAS,24,COPAS,2,OURO,50,OURO,16,BASTOS,1,ESPADAS,2,1,24,50,24,16,1,2,1,2,0,0,5,4,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,1,0,3,1,2,1,0,0
2295,2,7,COPAS,2,ESPADAS,2,BASTOS,12,COPAS,4,OURO,3,BASTOS,2,12,7,4,-10,0,2,1,2,2,0,0,25,33,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,5,1,5,4,0,3,0,0
2296,1,42,ESPADAS,40,BASTOS,7,COPAS,50,OURO,3,BASTOS,2,OURO,7,3,-46,1,-46,1,1,1,1,2,0,0,7,6,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,5,4,6,5,1,1,0,0
2297,2,12,OURO,8,BASTOS,4,COPAS,24,COPAS,7,BASTOS,1,BASTOS,8,7,-46,1,-46,1,1,1,1,2,0,0,7,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,6,5,7,6,1,1,0,0
2298,1,6,COPAS,3,OURO,2,OURO,16,BASTOS,8,OURO,6,BASTOS,2,8,-10,6,-10,0,2,2,2,2,0,0,6,22,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,7,6,7,8,0,2,0,0
2299,2,24,ESPADAS,8,COPAS,3,ESPADAS,50,BASTOS,6,BASTOS,2,ESPADAS,3,2,-46,1,-46,1,1,1,1,2,0,0,6,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,7,8,8,9,1,1,0,0
2300,1,6,COPAS,3,OURO,2,BASTOS,42,ESPADAS,4,ESPADAS,2,ESPADAS,2,4,3,2,-15,1,2,1,2,2,0,0,6,32,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,1,2,2,8,9,8,12,0,3,0,0
2301,2,24,COPAS,8,OURO,3,ESPADAS,16,OURO,6,COPAS,2,BASTOS,3,2,-46,1,-46,1,1,1,1,1,0,0,26,5,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,8,12,10,12,2,0,0,0
2302,1,24,ESPADAS,7,OURO,6,OURO,24,ESPADAS,2,BASTOS,2,BASTOS,6,2,-46,1,-46,1,1,1,1,1,0,2,23,28,0,2,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,10,12,11,17,1,5,0,0
2303,2,8,COPAS,8,ESPADAS,2,COPAS,52,BASTOS,3,ESPADAS,1,ESPADAS,2,1,-46,1,-46,1,1,1,1,2,0,0,5,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,11,17,12,18,1,1,0,0
2304,1,16,BASTOS,12,COPAS,8,OURO,3,OURO,3,ESPADAS,2,BASTOS,8,2,-46,1,-46,1,1,1,1,2,0,0,2,6,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,12,18,13,19,1,1,0,0
2305,2,12,OURO,6,ESPADAS,6,COPAS,16,OURO,8,BASTOS,2,OURO,6,2,6,8,-10,16,1,2,2,1,0,0,21,5,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,13,19,14,20,1,1,0,0
2306,1,24,COPAS,3,OURO,2,OURO,52,ESPADAS,40,ESPADAS,3,COPAS,2,-1,3,40,-10,52,1,2,2,2,0,0,6,7,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,14,20,14,23,0,3,0,0
2308,1,16,ESPADAS,12,OURO,2,BASTOS,50,OURO,7,BASTOS,1,ESPADAS,2,7,12,1,16,50,2,1,2,1,0,0,26,21,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,0,3,1,6,1,3,0,0
2309,2,24,COPAS,4,COPAS,3,BASTOS,52,COPAS,16,ESPADAS,8,COPAS,3,8,24,16,4,52,2,1,2,0,0,0,36,2,0,0,0,1,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,1,6,4,8,3,2,0,0
2310,1,16,BASTOS,12,OURO,1,BASTOS,42,COPAS,8,ESPADAS,6,COPAS,1,6,12,8,16,42,2,1,2,0,0,0,4,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,3,2,3,0,2,4,4,8,4,12,0,4,0,0
2311,2,24,BASTOS,4,OURO,1,OURO,52,BASTOS,40,ESPADAS,3,ESPADAS,4,3,1,40,-10,52,1,2,2,1,0,0,30,27,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,2,2,3,0,2,4,4,12,5,16,1,4,0,0
2312,1,12,COPAS,8,OURO,6,ESPADAS,16,ESPADAS,3,ESPADAS,1,BASTOS,6,16,8,3,-46,1,2,1,1,2,0,0,1,28,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,5,16,6,17,1,1,0,0
2313,2,50,BASTOS,8,COPAS,2,OURO,16,OURO,16,ESPADAS,12,OURO,2,12,50,16,8,16,2,1,2,2,0,0,5,23,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,6,17,6,20,0,3,0,0
2314,1,42,ESPADAS,24,OURO,1,BASTOS,8,COPAS,6,OURO,4,COPAS,1,4,-46,6,-46,1,2,1,1,0,0,0,7,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,6,20,7,20,1,0,0,0
2315,2,7,BASTOS,3,OURO,2,COPAS,8,OURO,8,BASTOS,7,ESPADAS,2,8,-10,8,-10,0,2,2,2,2,0,1,31,0,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,7,20,9,21,2,1,0,0
2316,1,24,BASTOS,16,OURO,6,COPAS,8,BASTOS,1,COPAS,1,BASTOS,-46,1,-46,1,-46,1,1,1,1,0,1,0,25,24,0,1,3,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,2,1,1,9,21,13,21,4,0,0,0
2317,2,12,OURO,8,OURO,8,ESPADAS,24,COPAS,8,ESPADAS,4,COPAS,12,8,8,24,8,4,1,2,1,2,0,1,21,23,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,13,21,17,21,4,0,0,0
2318,1,7,COPAS,3,COPAS,2,COPAS,50,OURO,12,BASTOS,8,OURO,2,8,-15,1,-15,1,2,2,2,0,0,1,25,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,17,21,18,22,1,1,0,0
2320,2,40,OURO,24,COPAS,12,COPAS,7,ESPADAS,3,ESPADAS,2,ESPADAS,12,3,-46,1,-46,1,1,1,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,0,5,1,6,1,1,0,0
2321,1,24,BASTOS,24,COPAS,2,BASTOS,3,COPAS,2,ESPADAS,1,OURO,-46,1,-46,1,-46,1,1,1,1,1,0,0,28,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,2,1,1,1,6,3,6,2,0,0,0
2322,2,8,BASTOS,3,BASTOS,1,ESPADAS,42,OURO,16,ESPADAS,7,ESPADAS,-15,1,-15,1,-15,1,2,2,2,0,0,0,24,29,0,0,0,2,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,3,6,3,10,0,4,0,0
2323,1,6,COPAS,3,COPAS,1,BASTOS,6,OURO,3,BASTOS,1,ESPADAS,1,3,-10,6,-10,0,2,2,2,1,0,0,24,26,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,3,10,4,11,1,1,0,0
2324,2,42,ESPADAS,40,ESPADAS,24,COPAS,7,OURO,4,BASTOS,3,ESPADAS,-46,4,-46,1,-46,1,1,1,1,0,1,0,30,7,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,2,1,1,4,11,6,11,2,0,0,0
2325,1,24,ESPADAS,6,COPAS,3,COPAS,8,BASTOS,6,COPAS,6,OURO,3,6,24,6,-46,1,2,1,1,0,0,0,6,20,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,6,11,7,11,1,0,0,0
2327,2,6,COPAS,3,COPAS,1,OURO,24,OURO,8,ESPADAS,3,COPAS,1,8,-15,1,-15,1,2,2,2,1,0,0,24,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,1,2,2,3,1,1,0,0
2328,1,24,COPAS,16,BASTOS,7,COPAS,6,COPAS,2,ESPADAS,2,ESPADAS,7,2,-46,1,-46,1,1,1,1,1,0,0,25,25,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,2,3,5,3,3,0,0,0
2329,2,24,OURO,16,BASTOS,8,COPAS,50,BASTOS,12,BASTOS,6,ESPADAS,8,6,16,50,24,12,1,2,1,1,0,0,22,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,5,3,8,3,3,0,0,0
2330,1,6,BASTOS,4,BASTOS,2,ESPADAS,52,COPAS,42,ESPADAS,24,COPAS,2,1,-15,1,-15,1,2,2,2,1,0,2,25,28,0,2,5,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,8,3,8,9,0,6,0,0
2331,2,16,COPAS,6,OURO,1,ESPADAS,42,BASTOS,7,ESPADAS,3,BASTOS,6,3,1,7,-10,42,1,2,2,2,0,0,4,27,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,8,9,8,12,0,3,0,0
2332,1,12,COPAS,7,BASTOS,7,BASTOS,50,COPAS,8,BASTOS,4,COPAS,7,8,-15,1,-15,1,2,2,2,2,0,0,21,21,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,8,12,10,13,2,1,0,0
2333,2,16,BASTOS,7,COPAS,4,BASTOS,24,ESPADAS,7,OURO,2,ESPADAS,4,2,-46,1,-46,1,1,1,1,0,0,0,7,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,10,13,11,13,1,0,0,0
2334,1,8,BASTOS,6,OURO,6,OURO,24,ESPADAS,12,ESPADAS,3,ESPADAS,6,12,6,3,8,24,2,1,2,0,0,2,0,29,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,2,2,11,13,11,16,0,3,0,0
2335,2,24,OURO,8,COPAS,6,ESPADAS,16,COPAS,6,COPAS,3,OURO,6,3,-46,1,-46,1,1,1,1,1,0,0,20,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,11,16,13,16,2,0,0,0
2336,1,50,BASTOS,6,BASTOS,6,COPAS,7,OURO,7,ESPADAS,3,OURO,6,7,50,7,6,1,2,1,2,1,0,0,21,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,13,16,14,17,1,1,0,0
2337,2,16,BASTOS,8,OURO,6,COPAS,40,BASTOS,16,OURO,3,ESPADAS,6,3,8,16,-10,40,1,2,2,0,0,0,22,7,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,2,2,14,17,14,19,0,2,0,0
2338,1,12,COPAS,3,ESPADAS,1,OURO,8,ESPADAS,3,OURO,1,OURO,1,3,12,8,-46,1,2,1,1,1,0,0,30,30,0,0,0,2,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,14,19,15,22,1,3,0,0
2339,2,24,BASTOS,7,BASTOS,3,OURO,16,COPAS,8,COPAS,3,ESPADAS,7,3,3,8,24,16,1,2,1,0,0,1,29,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,0,1,2,15,22,18,22,3,0,0,0
2340,1,12,OURO,8,OURO,1,COPAS,50,OURO,16,BASTOS,2,OURO,1,2,-10,16,-10,0,2,2,2,0,0,0,25,5,0,0,0,1,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,18,22,21,24,3,2,0,0
2342,2,52,ESPADAS,7,COPAS,6,COPAS,24,COPAS,8,COPAS,2,BASTOS,6,8,52,24,7,1,2,1,1,2,0,0,20,23,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,0,2,2,4,2,2,0,0
2343,1,16,ESPADAS,8,OURO,1,BASTOS,3,OURO,1,ESPADAS,1,ESPADAS,1,3,8,1,-46,1,2,1,1,1,0,2,24,30,0,2,5,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,2,4,3,9,1,5,0,0
2344,2,16,OURO,8,COPAS,6,COPAS,12,ESPADAS,7,COPAS,2,ESPADAS,8,7,6,12,-46,1,1,2,1,0,0,0,2,21,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,9,4,9,1,0,0,0
2345,1,16,COPAS,16,COPAS,3,BASTOS,52,ESPADAS,6,ESPADAS,2,ESPADAS,3,6,16,2,16,52,2,1,2,0,0,1,28,26,0,1,3,NULL,NULL,NULL,NULL,NULL,NULL,2,1,1,2,2,2,0,2,4,4,9,7,13,3,4,0,0
2346,2,24,ESPADAS,12,OURO,2,BASTOS,24,COPAS,6,COPAS,3,OURO,12,6,2,3,24,24,1,2,0,0,0,0,5,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,3,0,0,0,1,3,7,13,10,13,3,0,0,0
2347,1,24,ESPADAS,2,OURO,2,OURO,16,BASTOS,3,COPAS,1,COPAS,2,3,-15,1,-15,1,2,2,2,2,0,0,5,26,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,10,13,10,15,0,2,0,0
2348,2,50,BASTOS,7,COPAS,4,BASTOS,12,ESPADAS,7,COPAS,1,COPAS,4,1,-46,1,-46,1,1,1,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,10,15,11,16,1,1,0,0
2349,1,24,BASTOS,3,OURO,1,OURO,7,COPAS,3,OURO,3,BASTOS,1,3,24,7,-46,1,2,1,1,2,0,0,6,26,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,11,16,12,17,1,1,0,0
2350,2,12,COPAS,1,OURO,1,ESPADAS,8,COPAS,6,COPAS,3,COPAS,12,8,-10,1,-10,0,1,2,2,2,0,0,25,26,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,2,1,12,17,12,20,0,3,0,0
2351,1,24,BASTOS,7,COPAS,3,OURO,24,COPAS,16,OURO,16,ESPADAS,3,16,24,16,7,24,2,1,2,1,0,0,26,25,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,1,3,2,3,0,2,4,12,20,14,24,2,4,0,0
2353,2,50,BASTOS,8,ESPADAS,7,ESPADAS,16,OURO,8,ESPADAS,6,COPAS,7,6,8,8,-46,NULL,1,0,1,0,0,0,1,22,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,1,1,3,1,2,0,0,0
2354,1,24,BASTOS,24,ESPADAS,24,BASTOS,8,COPAS,7,COPAS,6,ESPADAS,24,6,-46,1,-46,1,1,1,1,0,0,0,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0,0,0,0,0,1,2,3,1,5,1,2,0,0,0
2355,2,16,COPAS,16,ESPADAS,8,COPAS,40,ESPADAS,7,OURO,2,OURO,8,2,16,40,16,7,1,2,1,2,0,0,22,32,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,5,1,7,3,2,2,0,0
2356,1,16,COPAS,7,COPAS,3,ESPADAS,40,COPAS,24,OURO,4,BASTOS,3,4,-15,1,-15,1,2,2,2,0,0,0,28,7,0,0,0,1,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,7,3,10,4,3,1,0,0
2357,2,16,OURO,12,ESPADAS,6,COPAS,16,OURO,3,COPAS,1,OURO,6,1,-46,1,-46,1,1,1,1,2,0,0,23,28,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,10,4,11,6,1,2,0,0
2358,1,16,OURO,6,COPAS,4,COPAS,24,COPAS,8,ESPADAS,6,ESPADAS,4,8,16,6,6,1,2,1,2,1,0,0,27,23,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,11,6,12,7,1,1,0,0
2359,1,16,ESPADAS,8,BASTOS,8,ESPADAS,50,OURO,24,BASTOS,12,COPAS,8,12,-10,24,-10,0,2,2,2,2,0,0,2,3,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,2,2,13,8,13,11,0,3,0,0
2360,2,16,COPAS,6,COPAS,2,BASTOS,12,ESPADAS,8,OURO,7,OURO,16,7,2,8,-10,12,1,2,2,1,0,0,27,21,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,0,2,2,13,11,14,13,1,2,0,0
2361,1,12,COPAS,8,ESPADAS,2,BASTOS,8,COPAS,4,ESPADAS,3,ESPADAS,2,4,8,3,-46,1,2,1,1,1,0,0,21,26,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,14,13,15,15,1,2,0,0
2362,2,42,ESPADAS,24,OURO,12,OURO,12,OURO,8,COPAS,2,ESPADAS,24,2,-46,1,-46,1,1,1,1,1,0,0,24,5,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,15,15,17,15,2,0,0,0
2363,1,8,BASTOS,7,ESPADAS,3,ESPADAS,52,OURO,24,ESPADAS,2,OURO,3,24,-15,1,-15,1,2,2,2,0,0,0,6,24,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,17,15,17,16,0,1,0,0
2364,2,24,ESPADAS,8,BASTOS,4,OURO,42,BASTOS,8,ESPADAS,6,ESPADAS,-15,1,-15,1,-15,1,2,2,2,2,0,0,27,27,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,17,16,17,19,0,3,0,0
2365,1,52,ESPADAS,16,OURO,3,BASTOS,6,BASTOS,6,ESPADAS,3,ESPADAS,3,6,16,6,-46,1,2,1,1,2,0,0,6,26,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,17,19,18,20,1,1,0,0
2366,2,42,ESPADAS,16,COPAS,8,OURO,7,BASTOS,2,ESPADAS,1,ESPADAS,8,7,-46,1,-46,1,1,1,1,0,0,0,7,24,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,2,1,1,18,20,19,20,1,0,0,0
2367,2,8,BASTOS,2,BASTOS,1,OURO,52,OURO,12,ESPADAS,3,COPAS,8,3,1,1,-15,1,1,2,2,1,0,0,24,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,22,22,23,23,1,1,0,0
2369,1,7,BASTOS,6,ESPADAS,3,COPAS,8,ESPADAS,3,OURO,2,BASTOS,3,8,6,3,-46,1,2,1,1,1,0,0,26,6,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,0,0,0,0,2,1,1,1,1,3,1,2,0,0,0
2370,2,12,COPAS,7,ESPADAS,2,BASTOS,52,COPAS,16,ESPADAS,3,ESPADAS,7,3,2,16,-10,52,1,2,2,2,0,0,21,27,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,0,2,2,3,1,3,5,0,4,0,0
2371,1,16,OURO,7,COPAS,2,OURO,8,ESPADAS,7,ESPADAS,6,BASTOS,2,6,16,7,7,1,2,1,2,2,0,0,5,0,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,3,0,0,0,0,1,2,1,3,5,3,7,0,2,0,0
2372,2,42,ESPADAS,6,ESPADAS,1,BASTOS,40,ESPADAS,1,OURO,1,COPAS,6,1,-46,1,-46,1,1,1,1,0,0,0,31,7,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,3,7,7,7,4,0,0,0
2373,1,16,ESPADAS,7,BASTOS,2,OURO,16,ESPADAS,6,BASTOS,6,ESPADAS,2,6,7,6,16,16,2,1,0,1,0,0,22,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,2,3,0,0,0,2,3,7,7,8,10,1,3,0,0
2374,2,16,BASTOS,7,BASTOS,4,OURO,16,OURO,3,COPAS,3,COPAS,4,3,7,16,-46,1,1,2,1,2,0,1,29,28,0,1,5,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,1,8,10,14,10,6,0,0,0
2375,1,42,ESPADAS,24,ESPADAS,2,ESPADAS,8,ESPADAS,7,COPAS,1,OURO,2,7,24,8,42,1,2,1,1,0,0,0,35,4,0,0,0,1,NULL,NULL,NULL,NULL,NULL,1,2,0,0,0,0,0,1,2,14,10,19,10,5,0,0,0
2376,2,6,OURO,6,OURO,2,BASTOS,24,BASTOS,16,OURO,1,COPAS,-15,1,-15,1,-15,1,2,2,2,2,0,0,25,4,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,19,10,21,11,2,1,0,0
2377,1,40,OURO,8,ESPADAS,1,ESPADAS,12,BASTOS,7,OURO,1,OURO,1,7,40,12,8,1,2,1,1,2,0,0,7,25,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,0,1,2,21,11,23,12,2,1,0,0
2378,2,24,COPAS,2,BASTOS,1,BASTOS,24,BASTOS,16,ESPADAS,4,BASTOS,-15,1,-15,1,-15,1,2,2,2,2,0,0,29,29,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,1,0,0,0,0,1,2,1,23,12,23,15,0,3,0,0
2379,1,12,OURO,8,BASTOS,2,BASTOS,7,BASTOS,3,BASTOS,2,ESPADAS,2,3,-15,1,-15,1,2,2,2,1,0,2,25,26,0,2,5,NULL,NULL,NULL,NULL,NULL,NULL,2,2,0,0,0,0,1,2,1,23,15,23,21,0,6,0,0
